schema_version,dataset_id,specimen_id,specimen_key,split,domain_rank,reference_type,review_state,reviewer_alias,formal_eligible,formal_success_available,annotation_path,annotation_exists,surface_cache_available
1,74t7kcdgkr,c8-32,74t7kcdgkr:c8-32,TRAIN,0,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/74t7kcdgkr__c8-32.json,True,True
1,74t7kcdgkr,c8-15,74t7kcdgkr:c8-15,TRAIN,1,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/74t7kcdgkr__c8-15.json,True,True
1,74t7kcdgkr,c8-21,74t7kcdgkr:c8-21,TRAIN,2,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/74t7kcdgkr__c8-21.json,True,True
1,74t7kcdgkr,c8-20,74t7kcdgkr:c8-20,TRAIN,3,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/74t7kcdgkr__c8-20.json,True,True
1,74t7kcdgkr,c8-28,74t7kcdgkr:c8-28,VALID,4,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/74t7kcdgkr__c8-28.json,True,True
1,74t7kcdgkr,c8-2,74t7kcdgkr:c8-2,VALID,5,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/74t7kcdgkr__c8-2.json,True,True
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,TEST,6,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/74t7kcdgkr__c8-24.json,True,True
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,TEST,7,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/74t7kcdgkr__c8-7.json,True,True
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,TEST,8,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/74t7kcdgkr__c8-5.json,True,True
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,TEST,9,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/74t7kcdgkr__c8-41.json,True,True
1,cgtnjyggtm,q24-29,cgtnjyggtm:q24-29,TRAIN,0,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/cgtnjyggtm__q24-29.json,True,True
1,cgtnjyggtm,q24-32,cgtnjyggtm:q24-32,TRAIN,1,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/cgtnjyggtm__q24-32.json,True,True
1,cgtnjyggtm,q24-18,cgtnjyggtm:q24-18,TRAIN,2,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/cgtnjyggtm__q24-18.json,True,True
1,cgtnjyggtm,q24-4,cgtnjyggtm:q24-4,TRAIN,3,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/cgtnjyggtm__q24-4.json,True,True
1,cgtnjyggtm,q24-30,cgtnjyggtm:q24-30,VALID,4,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/cgtnjyggtm__q24-30.json,True,True
1,cgtnjyggtm,q24-16,cgtnjyggtm:q24-16,VALID,5,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/cgtnjyggtm__q24-16.json,True,True
1,cgtnjyggtm,q24-40,cgtnjyggtm:q24-40,TEST,6,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/cgtnjyggtm__q24-40.json,True,True
1,cgtnjyggtm,q24-8,cgtnjyggtm:q24-8,TEST,7,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/cgtnjyggtm__q24-8.json,True,True
1,cgtnjyggtm,q24-21,cgtnjyggtm:q24-21,TEST,8,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/cgtnjyggtm__q24-21.json,True,True
1,cgtnjyggtm,q24-37,cgtnjyggtm:q24-37,TEST,9,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/cgtnjyggtm__q24-37.json,True,True
1,w68dtmpfyf,q16-23,w68dtmpfyf:q16-23,TRAIN,0,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/w68dtmpfyf__q16-23.json,True,True
1,w68dtmpfyf,q16-22,w68dtmpfyf:q16-22,TRAIN,1,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/w68dtmpfyf__q16-22.json,True,True
1,w68dtmpfyf,q16-24,w68dtmpfyf:q16-24,TRAIN,2,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/w68dtmpfyf__q16-24.json,True,True
1,w68dtmpfyf,q16-42,w68dtmpfyf:q16-42,TRAIN,3,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/w68dtmpfyf__q16-42.json,True,True
1,w68dtmpfyf,q16-32,w68dtmpfyf:q16-32,VALID,4,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/w68dtmpfyf__q16-32.json,True,True
1,w68dtmpfyf,q16-12,w68dtmpfyf:q16-12,VALID,5,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/w68dtmpfyf__q16-12.json,True,True
1,w68dtmpfyf,q16-3,w68dtmpfyf:q16-3,TEST,6,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/w68dtmpfyf__q16-3.json,True,True
1,w68dtmpfyf,q16-31,w68dtmpfyf:q16-31,TEST,7,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/w68dtmpfyf__q16-31.json,True,True
1,w68dtmpfyf,q16-21,w68dtmpfyf:q16-21,TEST,8,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/w68dtmpfyf__q16-21.json,True,True
1,w68dtmpfyf,q16-36,w68dtmpfyf:q16-36,TEST,9,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/w68dtmpfyf__q16-36.json,True,True
1,xcmzfsbd9t,c24-11t,xcmzfsbd9t:c24-11t,TRAIN,0,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/xcmzfsbd9t__c24-11t.json,True,True
1,xcmzfsbd9t,c24-37,xcmzfsbd9t:c24-37,TRAIN,1,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/xcmzfsbd9t__c24-37.json,True,True
1,xcmzfsbd9t,c24-43,xcmzfsbd9t:c24-43,TRAIN,2,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/xcmzfsbd9t__c24-43.json,True,True
1,xcmzfsbd9t,c24-33,xcmzfsbd9t:c24-33,TRAIN,3,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/xcmzfsbd9t__c24-33.json,True,True
1,xcmzfsbd9t,c24-9t,xcmzfsbd9t:c24-9t,VALID,4,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/xcmzfsbd9t__c24-9t.json,True,True
1,xcmzfsbd9t,c24-27,xcmzfsbd9t:c24-27,VALID,5,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/xcmzfsbd9t__c24-27.json,True,True
1,xcmzfsbd9t,c24-20,xcmzfsbd9t:c24-20,TEST,6,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/xcmzfsbd9t__c24-20.json,True,True
1,xcmzfsbd9t,c24-39,xcmzfsbd9t:c24-39,TEST,7,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/xcmzfsbd9t__c24-39.json,True,True
1,xcmzfsbd9t,c24-54,xcmzfsbd9t:c24-54,TEST,8,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/xcmzfsbd9t__c24-54.json,True,True
1,xcmzfsbd9t,c24-49,xcmzfsbd9t:c24-49,TEST,9,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/xcmzfsbd9t__c24-49.json,True,True
1,yfxyg8jm46,c16-30,yfxyg8jm46:c16-30,TRAIN,0,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/yfxyg8jm46__c16-30.json,True,True
1,yfxyg8jm46,c16-12,yfxyg8jm46:c16-12,TRAIN,1,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/yfxyg8jm46__c16-12.json,True,True
1,yfxyg8jm46,c16-42,yfxyg8jm46:c16-42,TRAIN,2,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/yfxyg8jm46__c16-42.json,True,True
1,yfxyg8jm46,c16-18,yfxyg8jm46:c16-18,TRAIN,3,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/yfxyg8jm46__c16-18.json,True,True
1,yfxyg8jm46,c16-16,yfxyg8jm46:c16-16,VALID,4,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/yfxyg8jm46__c16-16.json,True,True
1,yfxyg8jm46,c16-35,yfxyg8jm46:c16-35,VALID,5,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/yfxyg8jm46__c16-35.json,True,True
1,yfxyg8jm46,c16-4,yfxyg8jm46:c16-4,TEST,6,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/yfxyg8jm46__c16-4.json,True,True
1,yfxyg8jm46,c16-38,yfxyg8jm46:c16-38,TEST,7,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/yfxyg8jm46__c16-38.json,True,True
1,yfxyg8jm46,c16-15,yfxyg8jm46:c16-15,TEST,8,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/yfxyg8jm46__c16-15.json,True,True
1,yfxyg8jm46,c16-19,yfxyg8jm46:c16-19,TEST,9,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/yfxyg8jm46__c16-19.json,True,True
1,ykhs7s2dck,q8-41,ykhs7s2dck:q8-41,TRAIN,0,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/ykhs7s2dck__q8-41.json,True,True
1,ykhs7s2dck,q8-7,ykhs7s2dck:q8-7,TRAIN,1,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/ykhs7s2dck__q8-7.json,True,True
1,ykhs7s2dck,q8-28,ykhs7s2dck:q8-28,TRAIN,2,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/ykhs7s2dck__q8-28.json,True,True
1,ykhs7s2dck,q8-11,ykhs7s2dck:q8-11,TRAIN,3,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/ykhs7s2dck__q8-11.json,True,True
1,ykhs7s2dck,q8-14,ykhs7s2dck:q8-14,VALID,4,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/ykhs7s2dck__q8-14.json,True,True
1,ykhs7s2dck,q8-29,ykhs7s2dck:q8-29,VALID,5,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/ykhs7s2dck__q8-29.json,True,True
1,ykhs7s2dck,q8-31,ykhs7s2dck:q8-31,TEST,6,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/ykhs7s2dck__q8-31.json,True,True
1,ykhs7s2dck,q8-33,ykhs7s2dck:q8-33,TEST,7,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/ykhs7s2dck__q8-33.json,True,True
1,ykhs7s2dck,q8-4,ykhs7s2dck:q8-4,TEST,8,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/ykhs7s2dck__q8-4.json,True,True
1,ykhs7s2dck,q8-19,ykhs7s2dck:q8-19,TEST,9,ALGORITHM_DERIVED_NOT_REVIEWED,pending,,False,False,annotation_queue/ykhs7s2dck__q8-19.json,True,True
