schema_version,dataset_id,specimen_id,specimen_key,task,method,seed,reference_version,analysis_scope,stop_system,stopped,completion,false_stop,exhausted,stop_step,stop_cost,planner_ausc,autonomous_ausc,gap,pre_stop_success_area,post_stop_success_area,post_stop_failure_area,identity_residual,gap_completion_contribution,gap_false_stop_contribution,gap_exhaustion_contribution
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,R_BALANCED_P4,1,PROXY_LEGACY,EXPLORATORY_FROZEN_COHORT_DIAGNOSTIC,S_BC_CAL,True,True,False,False,173,0.7776085284097154,0.5667457962413451,0.2223914715902846,0.34435432465106053,0.3443543246510606,0.2223914715902846,0.0,-5.551115123125783e-17,0.34435432465106053,0.0,0.0
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,R_BALANCED_P4,1,PROXY_LEGACY,EXPLORATORY_FROZEN_COHORT_DIAGNOSTIC,S_RULE,True,False,True,False,135,0.4141268271238598,0.5667457962413451,0.0,0.5667457962413451,0.0,0.5667457962413451,0.019127376634795024,0.0,0.0,0.5667457962413451,0.0
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,R_BALANCED_P8,1,PROXY_LEGACY,EXPLORATORY_FROZEN_COHORT_DIAGNOSTIC,S_BC_CAL,True,True,False,False,173,0.7776085284097154,0.5667457962413451,0.2223914715902846,0.34435432465106053,0.3443543246510606,0.2223914715902846,0.0,-5.551115123125783e-17,0.34435432465106053,0.0,0.0
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,R_BALANCED_P8,1,PROXY_LEGACY,EXPLORATORY_FROZEN_COHORT_DIAGNOSTIC,S_RULE,True,False,True,False,135,0.4141268271238598,0.5667457962413451,0.0,0.5667457962413451,0.0,0.5667457962413451,0.019127376634795024,0.0,0.0,0.5667457962413451,0.0
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_S1,1,PROXY_LEGACY,EXPLORATORY_FROZEN_COHORT_DIAGNOSTIC,S_BC_CAL,True,True,False,False,170,0.7435432465106055,0.6758918562479393,0.25645675348939445,0.4194351027585449,0.4194351027585449,0.25645675348939445,0.0,0.0,0.4194351027585449,0.0,0.0
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_S1,1,PROXY_LEGACY,EXPLORATORY_FROZEN_COHORT_DIAGNOSTIC,S_RULE,True,True,False,False,159,0.6153159687877788,0.6758918562479393,0.38468403121222117,0.2912078250357182,0.2912078250357182,0.38468403121222117,0.0,0.0,0.2912078250357182,0.0,0.0
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_S2,2,PROXY_LEGACY,EXPLORATORY_FROZEN_COHORT_DIAGNOSTIC,S_BC_CAL,True,True,False,False,173,0.7789009781294648,0.5255654467523904,0.2210990218705352,0.30446642488185516,0.30446642488185516,0.2210990218705352,0.0,0.0,0.30446642488185516,0.0,0.0
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_S2,2,PROXY_LEGACY,EXPLORATORY_FROZEN_COHORT_DIAGNOSTIC,S_RULE,True,True,False,False,158,0.6036839213100341,0.5255654467523904,0.3963160786899659,0.12924936806242449,0.12924936806242449,0.3963160786899659,0.0,0.0,0.12924936806242449,0.0,0.0
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_S3,3,PROXY_LEGACY,EXPLORATORY_FROZEN_COHORT_DIAGNOSTIC,S_BC_CAL,True,True,False,False,164,0.6738454775250028,0.5343576217166721,0.3261545224749972,0.2082030992416749,0.20820309924167496,0.3261545224749972,0.0,-5.551115123125783e-17,0.2082030992416749,0.0,0.0
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_S3,3,PROXY_LEGACY,EXPLORATORY_FROZEN_COHORT_DIAGNOSTIC,S_RULE,True,True,False,False,163,0.662121112210133,0.5343576217166721,0.33787888778986697,0.19647873392680515,0.1964787339268052,0.33787888778986697,0.0,-5.551115123125783e-17,0.19647873392680515,0.0,0.0
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_NO_VLM_S1,1,PROXY_LEGACY,EXPLORATORY_FROZEN_COHORT_DIAGNOSTIC,S_BC_CAL,True,True,False,False,171,0.7553599296626002,0.45121222112320036,0.24464007033739976,0.2065721507858006,0.2065721507858006,0.24464007033739976,0.0,0.0,0.2065721507858006,0.0,0.0
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_NO_VLM_S1,1,PROXY_LEGACY,EXPLORATORY_FROZEN_COHORT_DIAGNOSTIC,S_RULE,True,False,True,False,139,0.45283877349159246,0.45121222112320036,0.0,0.45121222112320036,0.0,0.45121222112320036,0.09594900538520718,0.0,0.0,0.45121222112320036,0.0
