schema_version,dataset_id,specimen_id,specimen_key,task,method,seed,stop_system,analysis_scope,reference_version,report_id,stopped,stop_step,stop_cost,stop_report_sha256,success_at_stop,completion,false_stop,exhausted,autonomous_ausc,failure_penalized_cost,measured_cost_at_execution_end,prefix_action_count,prefix_measurement_cost,prefix_route_cost,prefix_route_turns,planner_ausc,gap,pre_stop_success_area,post_stop_success_area,post_stop_failure_area,identity_residual
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_NO_US_FEEDBACK_S1,1,S_BC_CAL,FROZEN_REPORT_REVIEWED_RESCORE,REVIEWED_02339eda86d486c3,570cb48d6c229d2db4650512fabd3710ea1f15b97401fddf0e2e38730a56de59,True,144,0.6470337399714254,deae3f27391c34412a9701df13d445f445c1833b25e741deeb9437d26db02f9b,False,False,True,False,0.0,1.0,0.6470337399714254,144,0.6470337399714254,1.1162277461249066,11328,0.0,0.0,0.0,0.0,0.35296626002857456,0.0
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_NO_US_FEEDBACK_S1,1,S_RULE,FROZEN_REPORT_REVIEWED_RESCORE,REVIEWED_02339eda86d486c3,2869adfcc71fbbcb9bec7f33a1651b3b06f56329443f2994759077366cf4235f,True,191,0.9883701505659963,d3d30bb3f23d6806310ed10401fc93beae485e2b8dcabd2398fb9f8909d4dd33,False,False,True,False,0.0,1.0,0.9883701505659963,191,0.9883701505659963,1.6430333554404581,16884,0.0,0.0,0.0,0.0,0.011629849434003692,0.0
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_NO_VLM_S1,1,S_BC_CAL,FROZEN_REPORT_REVIEWED_RESCORE,REVIEWED_02339eda86d486c3,9c160324a8e239b7eeac9e3384e8e4fb35c0e8a4cd65e579fbe34c623b7427c3,True,171,0.7553599296626002,d3d30bb3f23d6806310ed10401fc93beae485e2b8dcabd2398fb9f8909d4dd33,False,False,True,False,0.0,1.0,0.7553599296626002,171,0.7553599296626002,1.349195068504238,13600,0.0,0.0,0.0,0.0,0.24464007033739976,0.0
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_NO_VLM_S1,1,S_RULE,FROZEN_REPORT_REVIEWED_RESCORE,REVIEWED_02339eda86d486c3,2ced03b538aab61123c035db1e21e9d2ea0e39762fab7ded4ec36f5e91fe8a13,True,139,0.45283877349159246,716ca8a922e9068f9f53abc12a31f11d9df69f51c11c141dd3e4584fb9d1472f,False,False,True,False,0.0,1.0,0.45283877349159246,139,0.45283877349159246,0.9124053540386174,9030,0.0,0.0,0.0,0.0,0.5471612265084075,0.0
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_S1,1,S_BC_CAL,FROZEN_REPORT_REVIEWED_RESCORE,REVIEWED_02339eda86d486c3,298944b9af187570ddba1b57c7e64fce5dcd0fa737749e4520af2f68ca158383,True,170,0.7435432465106055,d3d30bb3f23d6806310ed10401fc93beae485e2b8dcabd2398fb9f8909d4dd33,False,False,True,False,0.0,1.0,0.7435432465106055,170,0.7435432465106055,1.3436856954568668,13426,0.0,0.0,0.0,0.0,0.25645675348939445,0.0
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_S1,1,S_RULE,FROZEN_REPORT_REVIEWED_RESCORE,REVIEWED_02339eda86d486c3,96bde23ff0804ba7ed6d43318cdeef62a054b6917521bc2194a7d406ebf26ea0,True,159,0.6153159687877788,d3d30bb3f23d6806310ed10401fc93beae485e2b8dcabd2398fb9f8909d4dd33,False,False,True,False,0.0,1.0,0.6153159687877788,159,0.6153159687877788,1.168952175482179,11594,0.0,0.0,0.0,0.0,0.38468403121222117,0.0
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_S2,2,S_BC_CAL,FROZEN_REPORT_REVIEWED_RESCORE,REVIEWED_02339eda86d486c3,f7c605fcbdb6168fc77a63483917281531da36d070d6113bf2556a41f17881c2,True,173,0.7789009781294648,d3d30bb3f23d6806310ed10401fc93beae485e2b8dcabd2398fb9f8909d4dd33,False,False,True,False,0.0,1.0,0.7789009781294648,173,0.7789009781294648,1.3833315488989606,13924,0.0,0.0,0.0,0.0,0.2210990218705352,0.0
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_S2,2,S_RULE,FROZEN_REPORT_REVIEWED_RESCORE,REVIEWED_02339eda86d486c3,1e846058be4c14998058b631241e5e525941c570dd73ff4402597e8fa8afd604,True,158,0.6036839213100341,d3d30bb3f23d6806310ed10401fc93beae485e2b8dcabd2398fb9f8909d4dd33,False,False,True,False,0.0,1.0,0.6036839213100341,158,0.6036839213100341,1.146548750837608,11432,0.0,0.0,0.0,0.0,0.3963160786899659,0.0
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_S3,3,S_BC_CAL,FROZEN_REPORT_REVIEWED_RESCORE,REVIEWED_02339eda86d486c3,4c31ad2279833ea8c825ed34e26c325554918ef2bae099047edc5d6b7a3776a8,True,164,0.6738454775250028,d3d30bb3f23d6806310ed10401fc93beae485e2b8dcabd2398fb9f8909d4dd33,False,False,True,False,0.0,1.0,0.6738454775250028,164,0.6738454775250028,1.2236327954092932,12434,0.0,0.0,0.0,0.0,0.3261545224749972,0.0
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_S3,3,S_RULE,FROZEN_REPORT_REVIEWED_RESCORE,REVIEWED_02339eda86d486c3,4fabc72d1355e377f4fb737476ae9d4f3ff4d314be2cab78b158d70eaaa263d4,True,163,0.662121112210133,d3d30bb3f23d6806310ed10401fc93beae485e2b8dcabd2398fb9f8909d4dd33,False,False,True,False,0.0,1.0,0.662121112210133,163,0.662121112210133,1.207236904199996,12268,0.0,0.0,0.0,0.0,0.33787888778986697,0.0
