position,token_id,token,image_token,query
588,151655,<|image_pad|>,True,False
589,151655,<|image_pad|>,True,False
590,151655,<|image_pad|>,True,False
591,151655,<|image_pad|>,True,False
592,151655,<|image_pad|>,True,False
593,151655,<|image_pad|>,True,False
594,151655,<|image_pad|>,True,False
595,151655,<|image_pad|>,True,False
596,151655,<|image_pad|>,True,False
597,151655,<|image_pad|>,True,False
598,151655,<|image_pad|>,True,False
599,151655,<|image_pad|>,True,False
600,151655,<|image_pad|>,True,False
601,151655,<|image_pad|>,True,False
602,151655,<|image_pad|>,True,False
603,151655,<|image_pad|>,True,False
604,151655,<|image_pad|>,True,False
605,151655,<|image_pad|>,True,False
606,151655,<|image_pad|>,True,False
607,151655,<|image_pad|>,True,False
608,151655,<|image_pad|>,True,False
609,151655,<|image_pad|>,True,False
610,151655,<|image_pad|>,True,False
611,151655,<|image_pad|>,True,False
612,151655,<|image_pad|>,True,False
613,151655,<|image_pad|>,True,False
614,151655,<|image_pad|>,True,False
615,151655,<|image_pad|>,True,False
616,151655,<|image_pad|>,True,False
617,151655,<|image_pad|>,True,False
618,151655,<|image_pad|>,True,False
619,151655,<|image_pad|>,True,False
620,151655,<|image_pad|>,True,False
621,151655,<|image_pad|>,True,False
622,151655,<|image_pad|>,True,False
623,151655,<|image_pad|>,True,False
624,151655,<|image_pad|>,True,False
625,151655,<|image_pad|>,True,False
626,151655,<|image_pad|>,True,False
627,151655,<|image_pad|>,True,False
628,151655,<|image_pad|>,True,False
629,151655,<|image_pad|>,True,False
630,151655,<|image_pad|>,True,False
631,151655,<|image_pad|>,True,False
632,151655,<|image_pad|>,True,False
633,151655,<|image_pad|>,True,False
634,151655,<|image_pad|>,True,False
635,151655,<|image_pad|>,True,False
636,151655,<|image_pad|>,True,False
637,151655,<|image_pad|>,True,False
638,151655,<|image_pad|>,True,False
639,151655,<|image_pad|>,True,False
640,151655,<|image_pad|>,True,False
641,151655,<|image_pad|>,True,False
642,151655,<|image_pad|>,True,False
643,151655,<|image_pad|>,True,False
644,151655,<|image_pad|>,True,False
645,151655,<|image_pad|>,True,False
646,151655,<|image_pad|>,True,False
647,151655,<|image_pad|>,True,False
648,151655,<|image_pad|>,True,False
649,151655,<|image_pad|>,True,False
650,151655,<|image_pad|>,True,False
651,151655,<|image_pad|>,True,False
652,151655,<|image_pad|>,True,False
653,151655,<|image_pad|>,True,False
654,151655,<|image_pad|>,True,False
655,151655,<|image_pad|>,True,False
656,151655,<|image_pad|>,True,False
657,151655,<|image_pad|>,True,False
658,151655,<|image_pad|>,True,False
659,151655,<|image_pad|>,True,False
660,151655,<|image_pad|>,True,False
661,151655,<|image_pad|>,True,False
662,151655,<|image_pad|>,True,False
663,151655,<|image_pad|>,True,False
664,151655,<|image_pad|>,True,False
665,151655,<|image_pad|>,True,False
666,151655,<|image_pad|>,True,False
667,151655,<|image_pad|>,True,False
668,151655,<|image_pad|>,True,False
669,151655,<|image_pad|>,True,False
670,151655,<|image_pad|>,True,False
671,151655,<|image_pad|>,True,False
672,151655,<|image_pad|>,True,False
673,151655,<|image_pad|>,True,False
674,151655,<|image_pad|>,True,False
675,151655,<|image_pad|>,True,False
676,151655,<|image_pad|>,True,False
677,151655,<|image_pad|>,True,False
678,151655,<|image_pad|>,True,False
679,151655,<|image_pad|>,True,False
680,151655,<|image_pad|>,True,False
681,151655,<|image_pad|>,True,False
682,151655,<|image_pad|>,True,False
683,151655,<|image_pad|>,True,False
684,151655,<|image_pad|>,True,False
685,151655,<|image_pad|>,True,False
686,151655,<|image_pad|>,True,False
687,151655,<|image_pad|>,True,False
688,151655,<|image_pad|>,True,False
689,151655,<|image_pad|>,True,False
690,151655,<|image_pad|>,True,False
691,151655,<|image_pad|>,True,False
692,151655,<|image_pad|>,True,False
693,151655,<|image_pad|>,True,False
694,151655,<|image_pad|>,True,False
695,151655,<|image_pad|>,True,False
696,151655,<|image_pad|>,True,False
697,151655,<|image_pad|>,True,False
698,151655,<|image_pad|>,True,False
699,151655,<|image_pad|>,True,False
700,151655,<|image_pad|>,True,False
701,151655,<|image_pad|>,True,False
702,151655,<|image_pad|>,True,False
703,151655,<|image_pad|>,True,False
704,151655,<|image_pad|>,True,False
705,151655,<|image_pad|>,True,False
706,151655,<|image_pad|>,True,False
707,151655,<|image_pad|>,True,False
708,151655,<|image_pad|>,True,False
709,151655,<|image_pad|>,True,False
710,151655,<|image_pad|>,True,False
711,151655,<|image_pad|>,True,False
712,151655,<|image_pad|>,True,False
713,151655,<|image_pad|>,True,False
714,151655,<|image_pad|>,True,False
715,151655,<|image_pad|>,True,False
716,151655,<|image_pad|>,True,False
717,151655,<|image_pad|>,True,False
718,151655,<|image_pad|>,True,False
719,151655,<|image_pad|>,True,False
720,151655,<|image_pad|>,True,False
721,151655,<|image_pad|>,True,False
722,151655,<|image_pad|>,True,False
723,151655,<|image_pad|>,True,False
724,151655,<|image_pad|>,True,False
725,151655,<|image_pad|>,True,False
726,151655,<|image_pad|>,True,False
727,151655,<|image_pad|>,True,False
728,151655,<|image_pad|>,True,False
729,151655,<|image_pad|>,True,False
730,151655,<|image_pad|>,True,False
731,151655,<|image_pad|>,True,False
732,151655,<|image_pad|>,True,False
733,151655,<|image_pad|>,True,False
734,151655,<|image_pad|>,True,False
735,151655,<|image_pad|>,True,False
736,151655,<|image_pad|>,True,False
737,151655,<|image_pad|>,True,False
738,151655,<|image_pad|>,True,False
739,151655,<|image_pad|>,True,False
740,151655,<|image_pad|>,True,False
741,151655,<|image_pad|>,True,False
742,151655,<|image_pad|>,True,False
743,151655,<|image_pad|>,True,False
744,151655,<|image_pad|>,True,False
745,151655,<|image_pad|>,True,False
746,151655,<|image_pad|>,True,False
747,151655,<|image_pad|>,True,False
748,151655,<|image_pad|>,True,False
749,151655,<|image_pad|>,True,False
750,151655,<|image_pad|>,True,False
751,151655,<|image_pad|>,True,False
752,151655,<|image_pad|>,True,False
753,151655,<|image_pad|>,True,False
754,151655,<|image_pad|>,True,False
755,151655,<|image_pad|>,True,False
756,151655,<|image_pad|>,True,False
757,151655,<|image_pad|>,True,False
758,151655,<|image_pad|>,True,False
759,151655,<|image_pad|>,True,False
760,151655,<|image_pad|>,True,False
761,151655,<|image_pad|>,True,False
762,151655,<|image_pad|>,True,False
763,151655,<|image_pad|>,True,False
764,151655,<|image_pad|>,True,False
765,151655,<|image_pad|>,True,False
766,151655,<|image_pad|>,True,False
767,151655,<|image_pad|>,True,False
768,151655,<|image_pad|>,True,False
769,151655,<|image_pad|>,True,False
770,151655,<|image_pad|>,True,False
771,151655,<|image_pad|>,True,False
772,151655,<|image_pad|>,True,False
773,151655,<|image_pad|>,True,False
774,151655,<|image_pad|>,True,False
775,151655,<|image_pad|>,True,False
776,151655,<|image_pad|>,True,False
777,151655,<|image_pad|>,True,False
778,151655,<|image_pad|>,True,False
