specimen_key,source_path,source_sha256,use
74t7kcdgkr:c8-16,results/cai_agent_v3/w3_pilot/r1_0e11452a/figures/74t7kcdgkr_c8-16_surface_cues.png,6844cfd2fc33d8f7373f18e596f6a58a66931e89f492c0d569257bb21643fa04,UNCHANGED_FROZEN_PNG
74t7kcdgkr:c8-16,results/cai_agent_v3/w3_pilot/r1_0e11452a/figures/74t7kcdgkr_c8-16_first_action.png,2950cc68b4311006c3b637750ad8b39a62ba9d8b5aa00f7df7890956b2255f3d,UNCHANGED_FROZEN_PNG
74t7kcdgkr:c8-16,results/cai_agent_v3/w3_pilot/r1_0e11452a/figures/74t7kcdgkr_c8-16_measured_1.png,1ad95c0a4c686c06cfc94eb1c716e2d1a13276d845128d4760653b9962668d24,UNCHANGED_FROZEN_PNG
74t7kcdgkr:c8-16,results/cai_agent_v3/w3_pilot/r1_0e11452a/figures/74t7kcdgkr_c8-16_measured_4.png,7d43716a35cc3cd800d0cc9bf8f1ea71f7b5e7bd8197f8f374522e01698c3c59,UNCHANGED_FROZEN_PNG
74t7kcdgkr:c8-16,results/cai_agent_v3/w3_pilot/r1_0e11452a/figures/74t7kcdgkr_c8-16_measured_8.png,57a9d093f20e64ae7c04fe9972213d4d5cf1d9c4f952f5b12f8e384f0f378184,UNCHANGED_FROZEN_PNG
74t7kcdgkr:c8-16,results/cai_agent_v3/w3_pilot/r1_0e11452a/figures/74t7kcdgkr_c8-16_measured_16.png,792b2b2df0d2e32e9737d9cf9cd5252470264f2723e06296db988d511c2b5789,UNCHANGED_FROZEN_PNG
74t7kcdgkr:c8-16,results/cai_agent_v3/w3_pilot/r1_0e11452a/figures/74t7kcdgkr_c8-16_prediction.png,7ef1ac031bb741e6c661281314c4d555c30d4fb9aecdc162f3f1b3f5db7f9170,UNCHANGED_FROZEN_PNG
cgtnjyggtm:q24-48,results/cai_agent_v3/w3_pilot/r1_0e11452a/figures/cgtnjyggtm_q24-48_surface_cues.png,1a9017621117e682a411801ef3574f815a60d0fb5e32900afbb251fa2561725b,UNCHANGED_FROZEN_PNG
cgtnjyggtm:q24-48,results/cai_agent_v3/w3_pilot/r1_0e11452a/figures/cgtnjyggtm_q24-48_first_action.png,51636508f4e0ac662b5630632cb4383b58a9065c94054d63858b5e6a0c7cf2ec,UNCHANGED_FROZEN_PNG
cgtnjyggtm:q24-48,results/cai_agent_v3/w3_pilot/r1_0e11452a/figures/cgtnjyggtm_q24-48_measured_1.png,e88581a4a384a6b2a661e8f677f5327f96aebcc3d4e49b85addb6bc4658956d7,UNCHANGED_FROZEN_PNG
cgtnjyggtm:q24-48,results/cai_agent_v3/w3_pilot/r1_0e11452a/figures/cgtnjyggtm_q24-48_measured_4.png,cdb1642c2baf697e20e22340bd9a5286c537a87ee5556adef7acc0df3ba5c637,UNCHANGED_FROZEN_PNG
cgtnjyggtm:q24-48,results/cai_agent_v3/w3_pilot/r1_0e11452a/figures/cgtnjyggtm_q24-48_measured_8.png,adb9a64e3bad338970093c57ef0d0c9768dfbba867907b4c56c12983cda5788b,UNCHANGED_FROZEN_PNG
cgtnjyggtm:q24-48,results/cai_agent_v3/w3_pilot/r1_0e11452a/figures/cgtnjyggtm_q24-48_measured_16.png,9b61b0f517cebb882478e923a388e56ca7d3e9adad662d378977579652d75131,UNCHANGED_FROZEN_PNG
cgtnjyggtm:q24-48,results/cai_agent_v3/w3_pilot/r1_0e11452a/figures/cgtnjyggtm_q24-48_prediction.png,f0f8f13db6701cfa0fc73584086ca5a847712d0325fa17aed4e4211549186c4f,UNCHANGED_FROZEN_PNG
w68dtmpfyf:q16-29,results/cai_agent_v3/w3_pilot/r1_0e11452a/figures/w68dtmpfyf_q16-29_surface_cues.png,a9571fc9cd09faad3bccadad974b77074fd608b6e1298337945f15b5890dc267,UNCHANGED_FROZEN_PNG
w68dtmpfyf:q16-29,results/cai_agent_v3/w3_pilot/r1_0e11452a/figures/w68dtmpfyf_q16-29_first_action.png,15c2ccb17fe72b03e2472520b866d8671aae1b45a84b0947b43280141322bfb0,UNCHANGED_FROZEN_PNG
w68dtmpfyf:q16-29,results/cai_agent_v3/w3_pilot/r1_0e11452a/figures/w68dtmpfyf_q16-29_measured_1.png,5d4556e6bf5792b1273fe3677f63f9e7db970d17605c0f123b702e8e0afdb28c,UNCHANGED_FROZEN_PNG
w68dtmpfyf:q16-29,results/cai_agent_v3/w3_pilot/r1_0e11452a/figures/w68dtmpfyf_q16-29_measured_4.png,4db8a2bcdec69fe31fada54a5cd4f619c00a092de2c52d03ba10c42e5835bc04,UNCHANGED_FROZEN_PNG
w68dtmpfyf:q16-29,results/cai_agent_v3/w3_pilot/r1_0e11452a/figures/w68dtmpfyf_q16-29_measured_8.png,7a11aa7fff0c1eb84d652be5c7554a37e903ffc6c3bbc0b2165d537b7fa3e3f2,UNCHANGED_FROZEN_PNG
w68dtmpfyf:q16-29,results/cai_agent_v3/w3_pilot/r1_0e11452a/figures/w68dtmpfyf_q16-29_measured_16.png,692623336ef472ae835c745f0a8c72966507cae0be83628a2188bce6a291cbcf,UNCHANGED_FROZEN_PNG
w68dtmpfyf:q16-29,results/cai_agent_v3/w3_pilot/r1_0e11452a/figures/w68dtmpfyf_q16-29_prediction.png,89be4a02a0be64ab7876b28f76423c683b8194f9318f1b9c287144a2c15fcd37,UNCHANGED_FROZEN_PNG
