cell,row,col,raw_logit,env_legal,proposal_legal,p_env,p_policy,rank_env,rank_policy,measured,vlm_indicator,vlm_confidence,selected
0,0,0,4.963301181793213,True,True,0.0027603593291762388,0.0027603593291762388,50,50,False,0.0,0.0,False
1,0,1,5.882415771484375,True,True,0.00692041301900993,0.00692041301900993,27,27,False,0.0,0.0,False
2,0,2,6.5998148918151855,True,True,0.014180596308527558,0.014180596308527558,13,13,False,0.0,0.0,False
3,0,3,5.880105495452881,True,True,0.006904443408890799,0.006904443408890799,28,28,False,0.0,0.0,False
4,0,4,6.62472677230835,True,True,0.014538298649032071,0.014538298649032071,11,11,False,0.0,0.0,False
5,0,5,5.288023948669434,True,True,0.0038193629048015854,0.0038193629048015854,41,41,False,0.0,0.0,False
6,0,6,6.3386735916137695,True,True,0.01092149944611822,0.01092149944611822,18,18,False,0.0,0.0,False
7,0,7,5.819764614105225,True,True,0.006500143771162638,0.006500143771162638,31,31,False,0.0,0.0,False
8,1,0,7.051147937774658,True,True,0.02226926816854914,0.02226926816854914,7,7,False,0.0,0.0,False
9,1,1,5.781337738037109,True,True,0.00625510180289495,0.00625510180289495,32,32,False,0.0,0.0,False
10,1,2,5.422806262969971,True,True,0.0043704498493409745,0.0043704498493409745,39,39,False,0.0,0.0,False
11,1,3,5.771841526031494,True,True,0.006195983175832159,0.006195983175832159,33,33,False,0.0,0.0,False
12,1,4,6.972333908081055,True,True,0.02058152007162394,0.02058152007162394,9,9,False,0.0,0.0,False
13,1,5,6.55222225189209,True,True,0.013521512465179176,0.013521512465179176,14,14,False,0.0,0.0,False
14,1,6,5.975624084472656,True,True,0.007596470759328405,0.007596470759328405,22,22,False,0.0,0.0,False
15,1,7,6.533838272094727,True,True,0.013275204252830505,0.013275204252830505,16,16,False,0.0,0.0,False
16,2,0,6.695220470428467,True,True,0.01560014410356167,0.01560014410356167,10,10,False,0.0,0.0,False
17,2,1,5.924358367919922,True,True,0.00721684624361127,0.00721684624361127,26,26,False,0.0,0.0,False
18,2,2,5.059381484985352,True,True,0.003038734561758922,0.003038734561758922,49,49,False,0.0,0.0,False
19,2,3,4.9280805587768555,True,True,0.0026648299313927135,0.0026648299313927135,51,51,False,0.0,0.0,False
20,2,4,5.84712553024292,True,True,0.006680449070655953,0.006680449070655953,29,29,False,0.0,0.0,False
21,2,5,5.9498209953308105,True,True,0.007402965598797979,0.007402965598797979,23,23,False,0.0,0.0,False
22,2,6,5.92786979675293,True,True,0.007242232230052467,0.007242232230052467,25,25,False,0.0,0.0,False
23,2,7,7.042584419250488,True,True,0.02207937909779549,0.02207937909779549,8,8,False,0.0,0.0,False
24,3,0,5.579509735107422,True,True,0.005111891111594572,0.005111891111594572,37,37,False,0.0,0.0,False
25,3,1,5.076083183288574,True,True,0.0030899127815655733,0.0030899127815655733,48,48,False,0.0,0.0,False
26,3,2,5.171075820922852,True,True,0.0033978249356939835,0.0033978249356939835,44,44,False,0.0,0.0,False
27,3,3,4.57796049118042,True,True,0.001877648455506532,0.001877648455506532,60,60,False,1.0,0.6666666865348816,False
28,3,4,9.17263126373291,True,True,0.18580373806332462,0.18580373806332462,2,2,False,1.0,0.6666666865348816,False
29,3,5,5.829619884490967,True,True,0.0065645211527639935,0.0065645211527639935,30,30,False,1.0,0.6666666865348816,False
30,3,6,6.134497165679932,True,True,0.00890450071180944,0.00890450071180944,20,20,False,0.0,0.0,False
31,3,7,9.511357307434082,True,True,0.26071216654983503,0.26071216654983503,1,1,False,0.0,0.0,True
32,4,0,5.162319183349609,True,True,0.0033682013051843265,0.0033682013051843265,45,45,False,0.0,0.0,False
33,4,1,5.604605197906494,True,True,0.005241799624172762,0.005241799624172762,36,36,False,0.0,0.0,False
34,4,2,4.598353862762451,True,True,0.0019163331531626832,0.0019163331531626832,59,59,False,0.0,0.0,False
35,4,3,4.752610206604004,True,True,0.0022359582598669952,0.0022359582598669952,56,56,False,0.0,0.0,False
36,4,4,6.539707660675049,True,True,0.013353350696652515,0.013353350696652515,15,15,False,0.0,0.0,False
37,4,5,4.75585412979126,True,True,0.0022432233139797917,0.0022432233139797917,55,55,False,0.0,0.0,False
38,4,6,4.701457977294922,True,True,0.0021244600128553625,0.0021244600128553625,57,57,False,0.0,0.0,False
39,4,7,5.159830570220947,True,True,0.003359829576513853,0.003359829576513853,46,46,False,0.0,0.0,False
40,5,0,5.61282205581665,True,True,0.0052850481871934045,0.0052850481871934045,35,35,False,0.0,0.0,False
41,5,1,5.385199546813965,True,True,0.004209143690210909,0.004209143690210909,40,40,False,0.0,0.0,False
42,5,2,4.802973747253418,True,True,0.0023514529846792136,0.0023514529846792136,54,54,False,0.0,0.0,False
43,5,3,4.8385186195373535,True,True,0.0024365382958144934,0.0024365382958144934,53,53,False,0.0,0.0,False
44,5,4,5.552427291870117,True,True,0.004975306481637222,0.004975306481637222,38,38,False,0.0,0.0,False
45,5,5,4.370398998260498,True,True,0.0015257081752040713,0.0015257081752040713,63,63,False,0.0,0.0,False
46,5,6,5.14310359954834,True,True,0.0033040972219005337,0.0033040972219005337,47,47,False,0.0,0.0,False
47,5,7,4.25301456451416,True,True,0.0013567257303270222,0.0013567257303270222,64,64,False,0.0,0.0,False
48,6,0,5.257412910461426,True,True,0.0037042195606243407,0.0037042195606243407,43,43,False,0.0,0.0,False
49,6,1,4.602579593658447,True,True,0.001924448195291426,0.001924448195291426,58,58,False,0.0,0.0,False
50,6,2,5.759058475494385,True,True,0.006117283691176793,0.006117283691176793,34,34,False,0.0,0.0,False
51,6,3,4.885735511779785,True,True,0.0025543433709936027,0.0025543433709936027,52,52,False,0.0,0.0,False
52,6,4,6.393965721130371,True,True,0.011542379115147787,0.011542379115147787,17,17,False,1.0,0.0,False
53,6,5,4.5564045906066895,True,True,0.0018376071655626148,0.0018376071655626148,61,61,False,1.0,0.0,False
54,6,6,5.272182464599609,True,True,0.0037593352471160155,0.0037593352471160155,42,42,False,1.0,0.0,False
55,6,7,6.121921062469482,True,True,0.008793218009879757,0.008793218009879757,21,21,False,0.0,0.0,False
56,7,0,6.280880928039551,True,True,0.010308209424007292,0.010308209424007292,19,19,False,0.0,0.0,False
57,7,1,4.554581642150879,True,True,0.0018342603538771902,0.0018342603538771902,62,62,False,0.0,0.0,False
58,7,2,6.617027759552002,True,True,0.014426797875979551,0.014426797875979551,12,12,False,0.0,0.0,False
59,7,3,7.174012660980225,True,True,0.025180561861613222,0.025180561861613222,6,6,False,0.0,0.0,False
60,7,4,7.224095821380615,True,True,0.0264737983557543,0.0264737983557543,5,5,False,0.0,0.0,False
61,7,5,5.9406046867370605,True,True,0.0073350510248893774,0.0073350510248893774,24,24,False,0.0,0.0,False
62,7,6,7.976874828338623,True,True,0.056200997706725826,0.056200997706725826,3,3,False,0.0,0.0,False
63,7,7,7.874298095703125,True,True,0.05072190034998719,0.05072190034998719,4,4,False,0.0,0.0,False
