specimen_id,domain_id,raw_trace_sha256,extraction_sha256,normalized_curve_sha256,q_u000,q_u001,q_u002,q_u003,q_u004,q_u005,q_u006,q_u007,q_u008,q_u009,q_u010,q_u011,q_u012,q_u013,q_u014,q_u015,q_u016,q_u017,q_u018,q_u019,q_u020,q_u021,q_u022,q_u023,q_u024,q_u025,q_u026,q_u027,q_u028,q_u029,q_u030,q_u031,q_u032,q_u033,q_u034,q_u035,q_u036,q_u037,q_u038,q_u039,q_u040,q_u041,q_u042,q_u043,q_u044,q_u045,q_u046,q_u047,q_u048,q_u049,q_u050,q_u051,q_u052,q_u053,q_u054,q_u055,q_u056,q_u057,q_u058,q_u059,q_u060,q_u061,q_u062,q_u063,q_u064,q_u065,q_u066,q_u067,q_u068,q_u069,q_u070,q_u071,q_u072,q_u073,q_u074,q_u075,q_u076,q_u077,q_u078,q_u079,q_u080,q_u081,q_u082,q_u083,q_u084,q_u085,q_u086,q_u087,q_u088,q_u089,q_u090,q_u091,q_u092,q_u093,q_u094,q_u095,q_u096,q_u097,q_u098,q_u099,q_u100
c8-2,74t7kcdgkr,f02cd530909dbb8d03b5913368996cc287d1366dcd5d372e553da18ec06a30ec,8035208c23736e06d5f55108b592f3db5337d24fd278bc2b85c543659e8d1071,35eefda61435b7959698c075c2cdcd3e276aad7c072a29927efc589058164a6b,0,0.0025000000000000048,0.0055940594059406016,0.0037128712871287136,0.0035705445544554314,0.0050742574257425744,0.0098267326732673251,0.011992574257425741,0.013613861386138616,0.020148514851485153,0.023143564356435643,0.035544554455445569,0.042376237623762365,0.04898514851485148,0.057227722772277237,0.065872524752475237,0.07915841584158409,0.087549504950495058,0.10180693069306929,0.1112592821782178,0.11844059405940599,0.13652846534653465,0.14715346534653484,0.15806930693069296,0.16537128712871291,0.18007425742574257,0.19055693069306917,0.19841584158415843,0.21228960396039612,0.22490099009901002,0.23100247524752454,0.24392326732673281,0.25761138613861412,0.27060643564356424,0.28009900990099007,0.29364686468646867,0.30391089108910874,0.31379950495049502,0.33028465346534652,0.34418316831683154,0.35024752475247517,0.36524752475247513,0.37687499999999979,0.38525990099009921,0.40448019801980228,0.41274752475247523,0.42613861386138591,0.4392450495049508,0.4476732673267324,0.45903465346534617,0.474628712871287,0.48745049504950522,0.49331683168316803,0.51079207920792002,0.5223112623762376,0.53521039603960374,0.54421617161716163,0.55472772277227711,0.56555280528052798,0.57790841584158359,0.58774752475247516,0.59987004950495038,0.61206683168316822,0.61962871287128696,0.62923267326732613,0.63849009900990072,0.65184405940594037,0.66438118811881175,0.67410891089108915,0.68569306930693052,0.69480198019801975,0.70688118811881162,0.71358910891089133,0.72924504950495062,0.73938118811881193,0.75123762376237624,0.76134282178217827,0.77415841584158385,0.77914603960396067,0.79462871287128733,0.80866336633663372,0.81373762376237624,0.82773514851485164,0.83893564356435646,0.85121287128712886,0.86076732673267331,0.87009900990099021,0.88103960396039593,0.89284653465346531,0.90259900990099018,0.91178836633663352,0.91962871287128722,0.92868811881188118,0.93767326732673262,0.95044554455445551,0.95853960396039606,0.96819306930693061,0.97519801980198006,0.98311881188118788,0.99519801980197975,1
c8-3,74t7kcdgkr,7a9b45c06d25f6fcd27abef5a74bb71e273b434c0b7e95aa051dfbcd2b2a9d8c,95d75112db9bb61dde2e46c72c11c98b5a230b5983c6065da45169c5b0ef1673,89c2f4dd7e6257f4c69636dc60a05862f544b4b161ddea445e15457f3d78952a,0,0.0017731859682844804,0.0029088579208713765,0.0033349351273426185,0.0057664584334454587,0.0077847188851513831,0.0088659298414223882,0.011532916866890917,0.015857760691975014,0.018260451705910622,0.02489187890437293,0.030879384911100444,0.037578087457952838,0.045588659298414241,0.056684286400768842,0.063863527150408467,0.072945699183085064,0.082188050616690739,0.094493032196059548,0.10248438250840942,0.11532916866890919,0.12401249399327247,0.13661701105237872,0.14726573762614123,0.15883469485824123,0.17251321480057666,0.18494954348870726,0.19662662181643442,0.20794810187409898,0.22035559827006237,0.23165144962357839,0.24117892039083771,0.25708793849111006,0.26344065353195578,0.28220406855678348,0.29305622296972617,0.30523306102835174,0.31690052859202306,0.32871696299855846,0.34118212397885628,0.35598270062469983,0.36727294569918312,0.38240269101393548,0.39521864488226821,0.40559346468044216,0.41994233541566572,0.42773906775588666,0.44212077526830057,0.45395482940893794,0.468207592503604,0.48197981739548296,0.49362085535800104,0.50382988947621343,0.51609322441134065,0.53066794810187434,0.54046131667467556,0.55190773666506487,0.5650816914944744,0.5786544930321964,0.58721768380586248,0.60221047573282072,0.61567515617491575,0.62673714560307536,0.63840941854877453,0.64962037481979817,0.66064392119173476,0.67108121095627116,0.68150888995675152,0.69487746275828977,0.7064848630466124,0.7178760211436811,0.73185968284478609,0.7401057184046127,0.75225852955309969,0.76461316674675628,0.77510812109562699,0.78814031715521382,0.79826045170591053,0.81041806823642482,0.82079288803459882,0.83111484863046614,0.83820278712157648,0.84977895242671808,0.86005766458433441,0.86959875060067271,0.87808745795290732,0.88791926958193168,0.89688611244593952,0.90677558865929819,0.91483901970206638,0.92090341182123991,0.93269581931763579,0.93820278712157579,0.9468092263334934,0.95343584814992788,0.96039163863527133,0.96946980618292478,0.97671672272945698,0.98439692455550221,0.99007208073041808,1
c8-4,74t7kcdgkr,54ccb86a79789787e7b7cfe2e3be1cfa6090dbce9ddfe515e73f77cbdd3940d0,3439612dd93ee1446470b0f578a17e64cdad4915eb5eec156f33d61ecd1b32a7,5ef8b515db996c190e7952f55ca228c1990efaeafc4c0f2c3f03bbd08577a746,0,0.0017978142076502735,0.0027595628415300558,0.004181693989071038,0.006513661202185792,0.0080054644808743077,0.0075519125683060273,0.010672131147540988,0.01448087431693989,0.01912568306010929,0.024016393442622953,0.029442622950819647,0.039524590163934413,0.046448087431693985,0.054262295081967254,0.064112021857923515,0.072240437158469936,0.082590163934426197,0.093402550091074676,0.10244262295081971,0.11224043715846992,0.12150182149362476,0.1347103825136611,0.14408743169398905,0.15136612021857923,0.16591530054644807,0.17469398907103831,0.18743169398907106,0.19775956284153018,0.20861202185792341,0.21721311475409849,0.23304098360655739,0.24262295081967214,0.25332581967213119,0.26472131147540995,0.27275956284153008,0.28747540983606545,0.29722404371584699,0.31170765027322411,0.32074999999999998,0.3315846994535519,0.34235974499089256,0.35453551912568271,0.36579781420765028,0.37864168618266975,0.39035974499089254,0.40348087431693969,0.41308469945355197,0.42665938069216752,0.43804462659380683,0.44713114754098371,0.45950273224043692,0.47390163934426216,0.481271174863388,0.49471038251366112,0.50713114754098365,0.51868852459016401,0.53143715846994533,0.54162841530054651,0.55191256830601099,0.56273224043715908,0.57524043715846995,0.58572677595628397,0.59698633879781393,0.60959562841530057,0.62068306010928964,0.63115027322404371,0.64430145719489973,0.65576229508196737,0.66599863387978142,0.68103825136612017,0.68881967213114714,0.70064480874316903,0.71697540983606622,0.7269453551912568,0.73866120218579234,0.74543169398907083,0.75400683060109275,0.76670491803278684,0.7765000000000003,0.78659380692167591,0.79839071038251352,0.80953005464480876,0.82204918032786878,0.82944262295081828,0.84295081967213081,0.85512568306010917,0.86448087431693987,0.87676502732240436,0.88761475409836033,0.89628415300546438,0.91085519125683057,0.92147540983606568,0.92956557377049154,0.94093442622950807,0.94938524590163931,0.95790163934426253,0.97068032786885206,0.97772677595628377,0.98993442622950834,1
c8-5,74t7kcdgkr,70f1652cba1fbe70ce7fffe9b106b26c0a876bb7a53f3b7dca59027008cfd48d,7f1b3341f863fe7f78bc8afe2eaf7660f0193bb5bde53eabbf56d7fd069ccd9e,466b861e62d9f3815efb2ea39061303fb032ddb08cafb48f0775148fb97c61ff,0,0.0010620399579390101,0.004668769716088335,0.0068349106203995811,0.0063301787592008451,0.0094768664563617301,0.013112513144058884,0.015791272344900107,0.021072555205047316,0.027112250262881173,0.031164563617245008,0.038964248159831759,0.051188222923238678,0.056188222923238697,0.06715036803364878,0.074434805467928494,0.084479495268138832,0.09208464773922187,0.10177576235541533,0.11156151419558363,0.12029442691903265,0.13059674027339643,0.14223974763406935,0.14996319663512095,0.16118296529968459,0.17126708727655102,0.17981072555205049,0.18846477392218719,0.19932702418506834,0.21338328075709781,0.22108307045215544,0.23376445846477395,0.24588853838065192,0.25446372239747639,0.27068874868559406,0.27998159831756048,0.28937960042060978,0.29998948475289167,0.31206799859796708,0.32267613038906412,0.3358044164037855,0.34777076761303899,0.36013932702418511,0.37006046267087284,0.38382754994742385,0.39655625657202953,0.40824395373291283,0.41940588853838073,0.42871713985278659,0.44070715036803348,0.45116982124079918,0.46215562565720297,0.47247108307045221,0.48531019978969514,0.49783561163687357,0.50889195583596225,0.52256572029442716,0.53443480546792865,0.54281808622502625,0.55319663512092543,0.56466876971608837,0.575415352260778,0.58255257623554191,0.59812302839116727,0.6094532071503681,0.62186295127935509,0.63438485804416445,0.64462802313354362,0.6540694006309149,0.66339116719242885,0.67492113564668765,0.68723974763406959,0.69869610935857007,0.70930336487907464,0.71909043112513138,0.7309411146161936,0.73889169295478441,0.75401156677181913,0.76287066246056712,0.77697511391517682,0.78736417805818448,0.79916140904311295,0.80894847528916891,0.82216351209253391,0.83275148966000712,0.84231072555205044,0.85218717139852784,0.86631966351209255,0.87960462670872774,0.88811076060287442,0.89904048370136702,0.90799158780231337,0.92058885383806521,0.9326288117770769,0.94278654048370103,0.95373291272344896,0.96004206098843325,0.97164037854889584,0.97827549947423775,0.98750722923238698,1
c8-6,74t7kcdgkr,9a933aec12c0ead16e7b66a465f69072f7d8eba71809027fd8c6af2f8d225c30,eb5b4a46759943048cb8e4cb2285a6d224de47d168c8cfa04e90b69c042c55ae,8d9a2a834802ab9567cf1695a1e71f5565c25456806060a21a5eb6e1359c46d2,0,-0.0010381453772974967,-0.00062805948092730984,-0.00041008589637019527,0.00087558880576337709,0.0024660570795234185,0.0032031033527292587,0.0067276253809919742,0.010658538838089931,0.0092324743696314722,0.010584649487392602,0.016309226932668331,0.019844832363535604,0.024760321418675613,0.0285286783042395,0.035005079892860412,0.042948185092823485,0.053211415904682834,0.06305347741756713,0.070435023552230372,0.082862288722637845,0.092490994735383608,0.10503740648379055,0.11556663895816013,0.12735937932945415,0.14214463840398986,0.14797450817400942,0.16384594070379618,0.17688002216680535,0.18769742310889437,0.20365752285951783,0.2138542532557498,0.23083402604599601,0.24295926849542854,0.25331116652812397,0.26591853699085616,0.28212801330008341,0.30052646162371821,0.30717650318647777,0.3279467996674979,0.33466334164588551,0.35031310612357996,0.36378313475570323,0.38018287614297586,0.39205320033250213,0.40725962870601257,0.42129121640343603,0.43167636464394576,0.44432622148332873,0.45939595455804927,0.47146023829315598,0.4844222776392354,0.49929620393460783,0.51282903851482398,0.5239900249376559,0.53505126073704645,0.54893876420060961,0.5607315045719039,0.57455250761983967,0.58425417936639878,0.59523413688002247,0.60687170961485148,0.61735660847880347,0.63322804100858954,0.64213909670268754,0.65985037406483737,0.6705236907730675,0.68498753117206979,0.69642560266001674,0.71065114990302047,0.72357993904128559,0.73602660016625099,0.74723192019950113,0.76211692989747815,0.77269049598226625,0.78387364921030744,0.79719589914103617,0.80989747852590732,0.82197838736492057,0.83179828207259665,0.84328068717096138,0.85562759767248564,0.86735383762815177,0.87871432529786631,0.8869714602382931,0.89631476863397042,0.9048157384316986,0.90802992518703229,0.91383762815184255,0.9153893045164867,0.92317354761245018,0.93078784520181024,0.93854253255749498,0.94810750900526464,0.95424771404821263,0.96372032880761072,0.97142329361780733,0.98029371016902189,0.98720975339429196,0.99495040177334426,1
c8-6t,74t7kcdgkr,25af5cb47f608db4db290c084e520742ae0be2531d0f0c960c81e71f1cb356e4,b705e4861421b8c55b7101e8fecb6b996dff75719d806dcc8ed1bc80df0839cf,0922598ea7cfca00cf8036def97d2f0b13c73af007a27fb7625edc2a66f75243,0,0.000220883534136544,-0.00094377510040160369,0.0010040160642570272,0.00064257028112449865,-0.00029492971887550479,0.00067269076305221526,0.0012943440428380226,0.0007630522088353228,0.00061872489959839477,-2.5100401606422953e-05,-0.0015863453815261072,0.0026757028112449782,-0.001002342704149907,0.0033985943775100514,0.0025037650602409626,0.0051405622489959718,0.0081469628514056324,0.016925200803212873,0.023205321285140582,0.036646586345381538,0.049218122489959826,0.06166666666666671,0.073943273092369463,0.088674698795180709,0.10190763052208829,0.11146921017402947,0.12789156626506018,0.14015394912985277,0.1519879518072289,0.16566265060240951,0.17700301204819283,0.19441767068273089,0.20740461847389549,0.21568775100401613,0.23219879518072292,0.25162650602409642,0.26057730923694783,0.27679969879518068,0.28982095046854095,0.30261044176706825,0.31552710843373488,0.32675702811245005,0.34216616465863448,0.35940763052208835,0.36789658634538158,0.3835040160642571,0.3958283132530121,0.40726907630522086,0.42391189759036141,0.43680973895582342,0.44721636546184751,0.46134538152610444,0.474558232931727,0.4888955823293174,0.5018574297188757,0.51512048192771154,0.53010207496653294,0.54279492971887566,0.55646084337349389,0.57128514056224899,0.58419553212851416,0.59597891566265049,0.60829317269076344,0.62338018741633205,0.63658383534136553,0.64896586345381524,0.66072540160642579,0.67190763052208857,0.68583333333333341,0.69769076305220934,0.70819026104417671,0.71748995983935759,0.7321021586345382,0.74734939759036145,0.75734186746987953,0.76955153949129862,0.78001757028112451,0.79247489959839379,0.80748995983935812,0.81621485943775107,0.82808483935742982,0.83992846385542186,0.8508709839357429,0.8615160642570282,0.87471134538152651,0.88397757697456492,0.89180555555555574,0.90278865461847402,0.91440135542168699,0.92570281124498,0.93274598393574304,0.946566265060241,0.9534153279785812,0.96184738955823312,0.97040035140562264,0.97607429718875505,0.98425702811244975,0.98986194779116476,0.99553714859437747,1
c8-7,74t7kcdgkr,77025e6ac93d534ada28c70e66d8712a28ab10f0ce2f5c8221414552d1bde90a,8541002eb882b64f24e0a0bad52f2171ea9a6e01f0ebb2a5dfdb38cf37c6bd09,319cc9ea4e199ebd3932e52119fd710f8c8767ccd2617b3bb97dcbfbc1a6b062,0,0.0040071556350626111,0.0049612403100775214,0.0084675014907572912,0.0094454382826475829,0.012999403697078133,0.016227390180878556,0.0169270522758895,0.020274299344066785,0.028240906380441268,0.032096004770423375,0.037877161598091832,0.044197972570065677,0.054156231365533679,0.061559332140727521,0.069946332737030409,0.078282647584973178,0.087584973166368499,0.093774597495527717,0.10535480023852117,0.11150864639236724,0.11923673225998799,0.13333333333333333,0.14296561319817136,0.15303518187239115,0.16378453587755912,0.17390578413834226,0.18373285629099576,0.19555754323196187,0.20407871198568867,0.21562313655336907,0.22794275491949903,0.23921288014311273,0.25380242496521577,0.25745974955277279,0.271456966805804,0.28426952892069152,0.29736434108527127,0.30752534287418004,0.31903398926654736,0.33118664281454979,0.33898628503279654,0.34867024448419787,0.36473066984694891,0.37438580799045906,0.38849135360763254,0.39654144305307087,0.41097197376267153,0.41638640429338086,0.43324985092426932,0.44439475253428734,0.45865235539654142,0.46852713178294564,0.47918902802623714,0.49338103756708418,0.50578413834227787,0.51209898628503281,0.52481216457960655,0.53652951699463314,0.55057245080500861,0.56195587358378052,0.57158020274299337,0.58471079308288609,0.59167084078711973,0.60454382826475839,0.61705426356589133,0.62862254025044717,0.64057245080500891,0.65056648777578996,0.65948717948717905,0.67096004770423345,0.68641621943947506,0.69688729874776367,0.71076624925462117,0.71845438282647578,0.72689326177698255,0.74048896839594436,0.75354800238521158,0.76290995825879537,0.77830649970184895,0.78861061419200928,0.79663685152057262,0.81277678393957464,0.82419797257006577,0.8342039355992843,0.84345060624130386,0.85798449612403105,0.86883720930232522,0.8800238521168755,0.89099582587954584,0.90029815146094216,0.91205724508050079,0.92283840190816924,0.93203339296362542,0.94402703239912555,0.95372689326177662,0.96615384615384614,0.9778413834227786,0.98516398330351806,0.99134168157423963,1
c8-8,74t7kcdgkr,20f28c973f8cc9be63c72355a0cabb9362321badb87e0d5d9a9dc9a84db3ca19,092851d77f14faf481601d2a12b5afdfea3eb5dd010275e627d51f61ba2f66c5,84a2e5d34a4979717f47bb886ab1010ecaf8ac56756d54036217b0a10b427572,0,0.0031529017857142858,0.0062410714285714292,0.0076153273809523823,0.011026785714285732,0.012974330357142863,0.018595610119047621,0.024408482142857148,0.033906250000000027,0.039213169642857169,0.050399925595238114,0.058783482142857113,0.071584821428571491,0.081904296875000004,0.090248325892857181,0.099962797619047625,0.10761160714285717,0.11976143973214293,0.12789620535714283,0.13958984375000011,0.15139508928571427,0.1627408854166667,0.17275111607142854,0.18428013392857143,0.1958928571428572,0.20971679687500006,0.22050781250000007,0.23268601190476199,0.24462611607142867,0.25552734374999991,0.26626674107142861,0.27751674107142865,0.28829910714285717,0.30271875000000004,0.31121093750000006,0.32195870535714288,0.33604910714285702,0.3478892299107143,0.36416294642857139,0.37247488839285725,0.38409598214285712,0.39713588169642855,0.40783482142857141,0.41884347098214297,0.43024553571428581,0.44296177455357139,0.4563895089285715,0.46756696428571443,0.4804910714285715,0.48947126116071432,0.49888392857142866,0.50990792410714292,0.52069754464285711,0.53586216517857155,0.54232142857142862,0.55660993303571438,0.5667745535714287,0.57905691964285722,0.59181082589285716,0.6041880580357144,0.61406250000000007,0.62676897321428582,0.63889508928571426,0.65037946428571436,0.6626875000000001,0.67059151785714299,0.68501562500000002,0.69509835379464291,0.70753348214285716,0.72109654017857172,0.73264508928571426,0.74227678571428579,0.7551674107142855,0.76553431919642867,0.78091145833333342,0.78962053571428559,0.79866071428571428,0.81267299107142854,0.82409598214285729,0.83085379464285747,0.84486607142857162,0.85687639508928581,0.87093750000000048,0.87897879464285755,0.88911458333333349,0.89743303571428523,0.9077566964285716,0.92106584821428583,0.93296875000000024,0.94035156250000018,0.9519252232142863,0.96016392299107156,0.96737723214285731,0.95286830357142904,0.95516183035714319,0.96107700892857184,0.9720982142857143,0.97791517857142884,0.98690290178571427,0.99470145089285722,1
c8-8t,74t7kcdgkr,dd7c06c8ec3abd9028095dbe746b7e0569f4c34d6335a408841f6ba93e1e47a4,c085c3c93144c4fd3beac1e609332fffd7045202243172c87507ce4e4ea2345d,25f7538bc9508433fee7ded6832c9112fb35156fffcf60b99174b3597b7b508f,0,-0.0012264442384924315,-0.0014179796107506974,4.1705282669137169e-05,-0.00040778498609823021,-0.0013461538461538487,0.00067655236329934793,-0.00056070435588507865,6.4874884151979524e-05,0.0041705282669138085,0.0080630213160333541,0.01233723354958295,0.018368860055607051,0.024626969416126215,0.034462465245597755,0.043829162805066442,0.053966635773864749,0.064305684275563837,0.075778498609823802,0.086853568118628363,0.098795180722891673,0.10986677479147355,0.12289156626506027,0.13509499536607975,0.14596848934198331,0.15998609823911042,0.17088198949644734,0.18149559777571833,0.19564411492122338,0.20677479147358652,0.21749304911955514,0.23076923076923078,0.2439542786530739,0.25555838739573683,0.2678544949026877,0.28114863299351256,0.29597775718257646,0.30388206672845225,0.31254247760271858,0.32600092678405929,0.34003707136237288,0.35335264133456923,0.36245134383688599,0.37609360518999058,0.38923076923076916,0.4017956441149213,0.41487025023169577,0.42722737102255182,0.43677479147358661,0.44749073215940682,0.46350787766450413,0.47628591288229843,0.4879240037071369,0.49916821130676553,0.51187210379981474,0.52415044794562859,0.5376413345690455,0.5497775718257647,0.56328544949026849,0.57660333642261352,0.59187519308001224,0.60170991658943451,0.61462001853568093,0.62475440222428169,0.63901760889712689,0.65220806302131618,0.66264133456904528,0.67621466635773875,0.69045412418906393,0.70371756255792417,0.71070435588507908,0.72691033364226121,0.74033364226135323,0.75078313253012041,0.76526876737720084,0.77435704355885071,0.78821130676552376,0.79829085573061498,0.81202038924930486,0.82294408402842145,0.83392029657089883,0.84519346617238178,0.85820203892493041,0.86606116774791508,0.87848934198331796,0.88811399443929562,0.8972489959839357,0.90826459684893401,0.91647822057460659,0.92656950880444855,0.93433734939759039,0.94346617238183506,0.94997219647822095,0.96025834105653396,0.96481927710843307,0.96908016682113085,0.97541241890639474,0.98052710843373481,0.98692771084337327,0.99210495829471734,1
c8-9,74t7kcdgkr,0cded5b6704441906a21421705de25161ae52265239672093f5d330abab2c1dd,eed53c8a25fe19e8da7536af5fc8eba8f9b0a3f67ace44cd66075cb7c5332ab4,b3f6e0555ea3e5a0b1c941794144ae99b6a06e73a820e83e8e995c9bffd6e9ef,0,0.0015071283095723015,0.0022606924643584531,0.0020366598778004071,0.0042820773930753566,0.0032926001357773283,0.0055804480651731169,0.0056008146639511206,0.0099898167006109966,0.014236252545824838,0.018482688391038705,0.025463340122199613,0.032491513917175842,0.040183299389002065,0.053890020366598831,0.059775967413441954,0.069572301425661856,0.078457230142566267,0.090305498981670035,0.10102511880515955,0.11160896130346236,0.12232179226069247,0.1368839103869654,0.14472505091649696,0.15762729124236252,0.16878818737270873,0.18149694501018326,0.19314663951120165,0.20674134419551946,0.21520366598778004,0.22937881873727092,0.24310251188051593,0.2540529531568228,0.26478105906313659,0.27959266802443988,0.28988458927359123,0.30619144602851295,0.3107942973523426,0.32633146639511201,0.33605906313645617,0.35404786150712836,0.36590631364562154,0.37780040733197562,0.38853360488798377,0.39932790224032599,0.41334012219959221,0.42484725050916516,0.43521894093686375,0.4470468431771894,0.4569484046164291,0.47046843177189407,0.48228105906313656,0.49264765784114051,0.50732518669382209,0.5169246435845215,0.53121181262729156,0.54141547861507133,0.55492871690427714,0.56561099796334013,0.58021588594704676,0.58862016293279029,0.60375763747454192,0.61513238289205718,0.6281534283774608,0.64025458248472511,0.65091649694501019,0.6647861507128312,0.67741853360488802,0.68923625254582488,0.69763747454175262,0.71303462321792255,0.72758655804480643,0.73344195519348276,0.74637474541751536,0.7591785471826209,0.76915733197556002,0.7821045485403938,0.79478615071283132,0.80458248472505089,0.81743380855397141,0.82946367956551281,0.84280040733197503,0.85639511201629315,0.86582484725050912,0.87531568228105916,0.88869653767820778,0.9005091649694501,0.91272912423625285,0.9231975560081469,0.93376782077393083,0.93808553971486774,0.94537678207739329,0.95109300746775294,0.95378309572301456,0.96549898167006121,0.97050237610319079,0.97857433808553951,0.98221995926680239,0.98437881873727073,0.99374745417515287,1
